product_id,category,subcategory,brand,package_size,mrp,selling_price,margin_percentage,organic_flag,premium_flag,rating,popularity_index,festival_relevance
PROD00259,Instant Meals,Ready Meals,SpiceRoute,1kg,522,491.8,27.89,0,1,3.8,8.68,8.98
PROD00260,Beverages,Soft Drink,SpiceRoute,750ml,284,227.43,10.07,1,1,4.5,9.91,3.02
PROD00261,Snacks,Namkeen,FitBite,500g,784,767.02,34.06,0,0,4.5,1.7,1.49
PROD00262,Personal Care,Face Wash,DailyDrop,750ml,440,400.77,18.27,1,1,4.0,3.09,4.93
PROD00263,Health & Wellness,Granola,QuickChef,1kg,214,166.58,19.51,1,1,3.7,2.62,2.56
PROD00264,Personal Care,Shampoo,NutriMile,1L,730,561.98,30.52,1,0,3.1,5.49,8.99
PROD00265,Beverages,Soft Drink,NutriMile,500g,771,593.93,26.77,0,1,4.3,2.79,5.54
PROD00266,Frozen Foods,Frozen Pizza,PureHarvest,500g,731,619.48,28.32,0,0,4.9,4.05,7.16
PROD00267,Snacks,Cookies,FitBite,500g,50,48.89,13.03,0,0,4.3,4.69,9.06
PROD00268,Snacks,Cookies,FitBite,1L,118,95.54,12.23,1,1,3.1,8.74,6.34
PROD00269,Personal Care,Soap,PureHarvest,1L,766,627.46,13.55,0,0,4.2,1.86,6.43
PROD00270,Snacks,Cookies,UrbanCrunch,750ml,170,158.79,18.17,1,1,4.4,7.72,2.22
PROD00271,Frozen Foods,Fries,FitBite,1kg,95,92.37,28.32,0,0,3.4,2.36,5.04
PROD00272,Personal Care,Soap,SpiceRoute,1L,487,457.78,19.96,1,0,3.0,5.45,2.47
PROD00273,Personal Care,Face Wash,UrbanCrunch,750ml,325,299.81,24.65,0,0,4.0,1.21,2.25
PROD00274,Frozen Foods,Frozen Pizza,DailyDrop,1L,440,332.47,23.72,1,1,4.4,8.52,2.05
PROD00275,Beverages,Juice,FitBite,250g,538,423.06,6.31,1,0,3.4,2.68,1.39
PROD00276,Beverages,Juice,ChillSip,1kg,339,285.36,19.05,0,0,4.0,6.48,8.8
PROD00277,Instant Meals,Pasta,HomeEase,750ml,597,483.42,24.24,1,1,3.4,6.46,6.34
PROD00278,Personal Care,Soap,FreshNest,500g,106,92.6,14.51,1,1,3.1,2.46,9.47
PROD00279,Frozen Foods,Frozen Pizza,UrbanCrunch,1L,137,124.58,25.84,1,1,3.9,8.57,2.19
PROD00280,Personal Care,Face Wash,FitBite,250g,349,289.91,22.0,1,1,3.0,8.27,7.24
PROD00281,Beverages,Soft Drink,FitBite,1kg,781,652.32,17.04,1,1,3.7,9.2,5.57
PROD00282,Health & Wellness,Protein Powder,PureHarvest,250g,484,409.17,18.73,0,1,4.2,6.97,2.55
PROD00283,Instant Meals,Noodles,ChillSip,250g,376,293.28,18.08,1,1,4.5,1.1,8.65
PROD00284,Instant Meals,Pasta,SpiceRoute,1L,779,602.06,26.6,1,0,4.4,7.12,5.05
PROD00285,Personal Care,Soap,QuickChef,1L,125,99.29,25.58,1,1,4.8,9.58,5.8
PROD00286,Dairy,Butter,NutriMile,500g,334,303.5,19.5,1,0,3.9,3.74,6.77
PROD00287,Snacks,Namkeen,FreshNest,500g,250,243.65,23.8,0,0,3.6,5.71,8.32
PROD00288,Instant Meals,Pasta,FreshNest,750ml,236,196.98,29.9,0,1,4.8,5.04,2.73
PROD00289,Beverages,Soft Drink,ChillSip,1L,114,93.84,33.76,0,1,4.2,3.78,1.7
PROD00290,Frozen Foods,Ice Cream,NutriMile,250g,345,282.3,6.6,1,1,4.4,2.62,7.52
PROD00291,Dairy,Paneer,FreshNest,1kg,247,214.71,26.97,0,1,4.6,8.56,9.35
PROD00292,Health & Wellness,Protein Powder,QuickChef,500g,480,466.26,31.67,1,0,3.7,2.27,7.7
PROD00293,Personal Care,Soap,DailyDrop,750ml,523,492.53,11.8,1,0,3.3,7.4,3.37
PROD00294,Snacks,Namkeen,FreshNest,1L,531,442.04,6.75,0,1,3.8,6.21,8.58
PROD00295,Personal Care,Face Wash,DailyDrop,1L,619,603.06,10.67,1,0,4.4,8.33,5.41
PROD00296,Snacks,Protein Snacks,HomeEase,1L,203,158.09,6.57,1,1,3.1,6.59,3.92
PROD00297,Health & Wellness,Granola,DailyDrop,750ml,634,589.88,19.01,1,1,3.1,6.75,9.11
PROD00298,Dairy,Butter,SpiceRoute,1kg,340,296.45,27.43,1,0,3.2,7.83,1.35
PROD00299,Dairy,Milk,SpiceRoute,750ml,532,444.39,27.87,1,1,3.0,4.44,4.98
PROD00300,Dairy,Milk,HomeEase,750ml,599,474.65,31.75,0,0,4.4,4.4,9.52
PROD00301,Personal Care,Soap,FreshNest,250g,289,240.61,11.06,1,1,4.0,4.13,9.57
PROD00302,Snacks,Chips,QuickChef,250g,342,259.05,15.99,1,0,4.6,5.36,5.67
PROD00303,Instant Meals,Pasta,NutriMile,250g,405,372.86,11.64,0,1,4.4,4.9,8.66
PROD00304,Dairy,Paneer,PureHarvest,1L,240,187.27,22.09,1,0,3.8,3.85,3.8
PROD00305,Beverages,Soft Drink,FitBite,1L,361,341.08,10.82,0,1,4.2,4.65,6.34
PROD00306,Frozen Foods,Fries,FitBite,500g,310,238.65,15.99,1,0,4.6,4.25,4.24
PROD00307,Personal Care,Face Wash,FreshNest,1kg,98,78.41,23.53,1,1,3.9,5.66,2.86
PROD00308,Personal Care,Face Wash,QuickChef,250g,562,516.96,7.2,1,1,4.6,8.18,8.5
PROD00309,Health & Wellness,Oats,HomeEase,250g,526,451.72,9.76,0,1,3.3,4.53,2.3
PROD00310,Dairy,Curd,FreshNest,250g,613,521.13,30.57,0,1,4.6,1.04,5.28
PROD00311,Personal Care,Shampoo,NutriMile,750ml,511,433.83,6.2,1,1,4.4,2.62,5.23
PROD00312,Instant Meals,Ready Meals,QuickChef,250g,388,352.58,8.84,1,0,3.2,5.01,2.99
PROD00313,Instant Meals,Pasta,ChillSip,1L,575,469.69,10.66,0,1,4.1,4.78,2.57
PROD00314,Health & Wellness,Oats,ChillSip,500g,656,630.07,31.62,1,0,3.8,8.1,9.92
PROD00315,Health & Wellness,Protein Powder,SpiceRoute,750ml,86,82.23,18.1,0,0,5.0,6.72,9.31
PROD00316,Health & Wellness,Oats,FitBite,1kg,251,211.66,34.02,0,1,4.2,7.01,6.14
PROD00317,Beverages,Energy Drink,FreshNest,750ml,604,554.0,28.14,1,0,3.3,4.99,9.34
PROD00318,Dairy,Milk,ChillSip,1kg,523,402.68,19.65,1,0,4.9,7.11,9.64
PROD00319,Personal Care,Face Wash,ChillSip,500g,67,60.29,8.77,1,0,4.0,7.4,4.91
PROD00320,Beverages,Cold Coffee,UrbanCrunch,500g,369,342.7,34.59,1,1,3.3,6.61,6.17
PROD00321,Beverages,Juice,NutriMile,1kg,339,292.0,13.99,0,1,4.5,6.4,7.89
PROD00322,Dairy,Butter,HomeEase,500g,163,139.7,7.59,0,1,4.7,4.95,5.49
PROD00323,Frozen Foods,Fries,UrbanCrunch,1kg,620,481.89,13.2,0,1,3.7,9.32,8.37
PROD00324,Frozen Foods,Fries,QuickChef,750ml,164,132.77,15.09,0,1,4.4,3.42,5.14
PROD00325,Instant Meals,Noodles,PureHarvest,500g,206,195.54,20.74,0,0,4.3,8.53,5.52
PROD00326,Frozen Foods,Frozen Pizza,UrbanCrunch,1L,627,607.49,12.25,1,1,4.9,3.53,6.46
PROD00327,Health & Wellness,Oats,DailyDrop,750ml,736,561.97,32.36,0,1,4.3,1.29,8.92
PROD00328,Instant Meals,Noodles,FitBite,500g,45,36.85,32.64,0,1,3.4,5.28,2.56
PROD00329,Instant Meals,Ready Meals,UrbanCrunch,1kg,680,586.59,15.91,0,1,4.8,7.97,8.24
PROD00330,Instant Meals,Noodles,FreshNest,1L,757,646.64,30.11,1,0,4.6,7.54,2.81
PROD00331,Health & Wellness,Oats,ChillSip,1kg,733,632.57,13.82,0,0,3.3,3.96,4.09
PROD00332,Personal Care,Shampoo,UrbanCrunch,500g,491,424.79,24.4,0,1,3.6,1.03,1.6
PROD00333,Snacks,Cookies,PureHarvest,750ml,140,120.56,33.93,1,0,3.9,7.56,8.24
PROD00334,Beverages,Cold Coffee,UrbanCrunch,1kg,316,237.9,28.74,1,1,4.3,8.7,9.84
PROD00335,Instant Meals,Pasta,ChillSip,500g,552,469.39,7.44,1,0,4.3,7.15,1.02
PROD00336,Dairy,Paneer,SpiceRoute,250g,253,240.01,9.83,1,0,4.7,1.09,2.1
PROD00337,Snacks,Chips,DailyDrop,500g,135,119.36,7.34,0,1,4.4,3.7,6.1
PROD00338,Health & Wellness,Granola,FitBite,1kg,783,656.63,25.67,1,0,4.2,9.91,4.69
PROD00339,Frozen Foods,Frozen Pizza,HomeEase,1L,155,122.72,31.11,1,1,3.4,1.96,2.21
PROD00340,Snacks,Chips,NutriMile,250g,747,601.97,9.78,0,1,4.7,2.47,8.47
PROD00341,Frozen Foods,Frozen Pizza,FreshNest,500g,331,262.5,19.12,1,0,4.2,5.72,6.48
PROD00342,Dairy,Curd,HomeEase,1L,292,285.91,16.42,1,0,3.6,5.24,7.26
PROD00343,Beverages,Soft Drink,HomeEase,500g,42,40.63,26.72,0,1,4.3,3.74,4.87
PROD00344,Dairy,Curd,DailyDrop,250g,312,269.02,25.91,1,1,3.3,9.27,9.69
PROD00345,Dairy,Butter,ChillSip,1L,724,703.17,20.53,0,1,4.2,9.42,6.24
PROD00346,Frozen Foods,Frozen Pizza,NutriMile,1L,354,300.87,33.6,0,1,4.2,1.26,8.36
PROD00347,Instant Meals,Ready Meals,QuickChef,250g,576,497.7,20.29,0,0,4.9,6.01,3.44
PROD00348,Personal Care,Shampoo,NutriMile,1L,224,199.51,22.76,0,1,3.4,1.03,2.03
PROD00349,Instant Meals,Ready Meals,SpiceRoute,1L,325,246.89,10.93,0,0,4.3,7.86,3.06
PROD00350,Health & Wellness,Protein Powder,HomeEase,250g,427,404.51,28.42,0,1,3.1,6.26,6.8
PROD00351,Frozen Foods,Fries,NutriMile,1L,470,441.27,28.57,0,1,5.0,4.15,2.79
PROD00352,Frozen Foods,Ice Cream,PureHarvest,750ml,140,121.45,27.41,1,1,3.4,7.08,4.47
PROD00353,Beverages,Cold Coffee,NutriMile,500g,45,43.82,13.07,0,1,4.9,8.9,1.3
PROD00354,Snacks,Namkeen,QuickChef,1kg,346,291.39,15.66,1,1,4.2,5.26,5.32
PROD00355,Dairy,Butter,ChillSip,1kg,453,408.43,27.26,0,0,3.8,8.06,5.5
PROD00356,Dairy,Milk,FitBite,1kg,149,137.5,30.76,1,1,3.4,1.43,2.95
PROD00357,Dairy,Paneer,SpiceRoute,500g,87,65.59,18.67,0,0,4.3,7.56,4.71
PROD00358,Instant Meals,Ready Meals,FitBite,1L,588,468.35,13.99,0,0,4.4,4.22,2.53
PROD00359,Dairy,Curd,QuickChef,1L,363,310.04,26.4,0,0,3.4,3.15,7.91
PROD00360,Personal Care,Face Wash,FitBite,500g,591,513.72,33.86,0,0,4.9,3.97,6.79
PROD00361,Personal Care,Shampoo,ChillSip,750ml,203,163.72,20.29,0,1,4.9,7.08,7.94
PROD00362,Snacks,Chips,ChillSip,750ml,673,657.47,18.04,1,1,5.0,2.35,7.71
PROD00363,Personal Care,Soap,PureHarvest,750ml,524,504.47,27.47,1,0,4.7,8.97,2.54
PROD00364,Dairy,Paneer,UrbanCrunch,1kg,369,338.37,14.83,1,0,4.9,6.53,3.26
PROD00365,Health & Wellness,Oats,DailyDrop,1L,688,602.99,23.24,0,1,3.4,8.49,9.51
PROD00366,Dairy,Curd,FreshNest,750ml,256,238.69,6.57,0,0,4.0,9.9,4.84
PROD00367,Snacks,Protein Snacks,PureHarvest,1kg,603,536.23,14.61,1,1,4.0,7.54,3.24
PROD00368,Beverages,Energy Drink,FreshNest,1L,70,53.8,29.66,0,0,3.9,6.97,9.79
PROD00369,Instant Meals,Pasta,DailyDrop,500g,235,221.32,20.88,1,1,4.5,8.18,6.56
PROD00370,Health & Wellness,Protein Powder,SpiceRoute,1kg,672,614.48,29.4,0,1,3.9,9.82,6.12
PROD00371,Frozen Foods,Frozen Pizza,DailyDrop,250g,473,436.11,33.73,1,1,3.3,7.4,9.15
PROD00372,Dairy,Paneer,HomeEase,250g,459,410.99,30.3,1,0,3.3,4.89,7.96
PROD00373,Instant Meals,Ready Meals,QuickChef,750ml,335,304.64,25.04,1,1,4.1,4.09,2.71
PROD00374,Beverages,Cold Coffee,FitBite,500g,246,217.33,7.52,1,0,3.9,6.91,1.68
PROD00375,Instant Meals,Pasta,ChillSip,750ml,419,331.49,12.8,1,1,4.9,8.58,5.16
PROD00376,Instant Meals,Ready Meals,ChillSip,1kg,337,327.0,34.98,0,1,4.9,7.01,7.52
PROD00377,Instant Meals,Pasta,FitBite,250g,361,331.46,6.46,1,0,3.9,7.22,5.6
PROD00378,Beverages,Soft Drink,ChillSip,250g,116,101.75,24.61,1,1,4.9,3.46,3.96
PROD00379,Frozen Foods,Frozen Pizza,FitBite,250g,319,309.84,21.11,0,1,4.8,5.12,9.63
PROD00380,Snacks,Protein Snacks,PureHarvest,1kg,56,44.04,11.5,0,0,4.3,1.74,2.82
PROD00381,Dairy,Butter,NutriMile,1L,379,311.21,30.8,0,1,3.6,2.46,3.71
PROD00382,Personal Care,Shampoo,DailyDrop,1L,773,606.72,21.52,1,0,4.1,9.25,8.24
PROD00383,Dairy,Paneer,DailyDrop,750ml,699,674.94,24.24,0,0,3.2,5.95,8.47
PROD00384,Personal Care,Face Wash,PureHarvest,750ml,455,380.37,7.73,0,0,3.3,6.91,6.13
PROD00385,Personal Care,Soap,ChillSip,1L,57,44.14,32.29,1,1,3.9,1.51,6.09
PROD00386,Personal Care,Face Wash,NutriMile,1kg,330,259.98,23.71,0,1,4.6,1.31,3.83
PROD00387,Beverages,Energy Drink,SpiceRoute,1kg,736,642.89,8.65,1,0,3.2,1.05,1.53
PROD00388,Instant Meals,Noodles,DailyDrop,500g,389,360.57,20.7,1,0,4.8,9.77,1.97
PROD00389,Instant Meals,Pasta,ChillSip,500g,150,114.72,24.03,0,0,3.9,2.67,9.52
PROD00390,Dairy,Milk,ChillSip,250g,425,386.66,5.08,1,1,4.8,4.21,4.8
PROD00391,Health & Wellness,Oats,PureHarvest,1L,751,598.89,10.89,1,1,3.0,2.23,4.45
PROD00392,Snacks,Cookies,HomeEase,1kg,528,432.93,16.78,1,1,3.2,1.22,9.31
PROD00393,Beverages,Energy Drink,NutriMile,750ml,351,292.24,11.8,1,1,4.6,6.74,1.59
PROD00394,Personal Care,Soap,NutriMile,250g,276,212.91,12.18,0,1,4.2,9.28,2.2
PROD00395,Instant Meals,Pasta,ChillSip,1L,525,432.97,34.58,1,0,3.2,7.95,5.27
PROD00396,Personal Care,Face Wash,FitBite,1L,112,105.38,7.33,1,1,4.3,3.73,1.53
PROD00397,Beverages,Juice,FreshNest,250g,744,606.97,9.99,0,1,3.3,2.09,6.45
PROD00398,Health & Wellness,Protein Powder,QuickChef,750ml,426,338.64,32.15,0,1,3.3,5.07,5.46
PROD00399,Instant Meals,Ready Meals,HomeEase,1L,256,219.05,6.51,0,1,4.1,9.97,2.44
PROD00400,Instant Meals,Pasta,SpiceRoute,250g,753,602.92,33.48,0,1,4.3,5.68,2.95
PROD00401,Health & Wellness,Granola,UrbanCrunch,250g,693,649.98,10.64,0,0,3.6,4.88,5.31
PROD00402,Health & Wellness,Oats,UrbanCrunch,1L,517,489.45,27.02,0,0,3.2,3.44,9.86
PROD00403,Instant Meals,Noodles,DailyDrop,750ml,456,345.48,12.48,0,0,3.9,5.74,4.0
PROD00404,Health & Wellness,Oats,HomeEase,250g,579,454.86,18.08,1,1,5.0,4.83,6.08
PROD00405,Personal Care,Shampoo,SpiceRoute,250g,405,324.87,30.69,1,0,4.2,1.05,5.35
PROD00406,Frozen Foods,Frozen Pizza,HomeEase,1kg,378,323.59,18.02,0,1,4.3,9.44,4.77
PROD00407,Personal Care,Face Wash,QuickChef,250g,674,562.99,32.8,1,1,4.7,6.75,3.14
PROD00408,Instant Meals,Pasta,FreshNest,1L,151,117.37,10.47,1,0,3.3,9.37,9.37
PROD00409,Frozen Foods,Fries,UrbanCrunch,750ml,422,397.0,5.22,0,0,3.1,2.07,9.39
PROD00410,Beverages,Energy Drink,UrbanCrunch,1kg,340,296.94,11.22,1,0,4.2,9.34,1.53
PROD00411,Snacks,Cookies,DailyDrop,1kg,52,46.69,9.56,1,1,4.4,3.69,5.91
PROD00412,Beverages,Energy Drink,FitBite,1kg,227,202.57,22.37,0,0,3.7,6.7,1.54
PROD00413,Snacks,Protein Snacks,UrbanCrunch,1kg,477,386.4,30.51,1,0,4.3,9.9,1.52
PROD00414,Personal Care,Soap,SpiceRoute,1kg,107,93.63,14.81,1,0,4.1,4.67,6.53
PROD00415,Instant Meals,Noodles,DailyDrop,250g,66,53.17,20.11,1,0,4.8,9.8,3.59
PROD00416,Dairy,Milk,QuickChef,1L,99,90.84,28.46,1,0,4.0,5.17,6.18
PROD00417,Instant Meals,Pasta,ChillSip,500g,348,277.29,31.92,0,1,3.5,4.86,8.22
PROD00418,Beverages,Juice,FitBite,250g,372,286.79,18.27,0,0,3.8,7.42,1.63
PROD00419,Instant Meals,Noodles,UrbanCrunch,1kg,497,431.42,5.24,1,0,4.3,3.21,5.21
PROD00420,Frozen Foods,Frozen Pizza,PureHarvest,500g,573,550.98,24.68,0,1,4.1,3.1,5.29
PROD00421,Health & Wellness,Oats,QuickChef,500g,516,412.88,11.26,1,1,4.4,9.13,6.61
PROD00422,Frozen Foods,Fries,QuickChef,250g,566,443.68,26.65,0,1,4.3,4.38,7.62
PROD00423,Health & Wellness,Granola,QuickChef,750ml,533,450.56,34.83,1,0,3.5,1.13,6.17
PROD00424,Instant Meals,Noodles,QuickChef,500g,333,321.73,22.69,0,1,4.0,4.23,5.88
PROD00425,Beverages,Soft Drink,FreshNest,1kg,185,145.31,7.57,1,1,4.9,3.45,5.96
PROD00426,Personal Care,Soap,FreshNest,500g,141,116.38,22.71,1,0,4.5,6.18,6.72
PROD00427,Dairy,Milk,ChillSip,250g,780,756.44,28.43,1,0,4.1,8.39,2.89
PROD00428,Snacks,Protein Snacks,ChillSip,750ml,541,507.14,31.64,1,0,3.9,1.63,9.55
PROD00429,Frozen Foods,Frozen Pizza,HomeEase,750ml,202,153.73,15.79,1,1,3.7,2.82,2.64
PROD00430,Snacks,Protein Snacks,SpiceRoute,500g,730,681.95,34.68,1,0,4.2,5.25,9.51
PROD00431,Beverages,Soft Drink,SpiceRoute,1L,563,516.05,30.17,0,0,4.8,2.92,5.96
PROD00432,Dairy,Milk,DailyDrop,1L,299,235.02,14.89,0,1,4.4,7.5,8.03
PROD00433,Dairy,Butter,PureHarvest,1L,515,467.92,17.39,1,0,3.4,1.47,7.35
PROD00434,Beverages,Juice,DailyDrop,750ml,598,537.61,32.89,0,0,4.3,5.0,3.63
PROD00435,Personal Care,Shampoo,FitBite,1L,791,648.63,16.13,0,1,4.9,8.51,4.33
PROD00436,Frozen Foods,Ice Cream,QuickChef,1L,447,380.27,32.22,1,0,4.4,9.13,1.61
PROD00437,Snacks,Namkeen,PureHarvest,250g,387,366.42,19.36,0,0,3.2,6.72,8.67
PROD00438,Instant Meals,Noodles,QuickChef,1L,394,354.59,16.47,1,1,3.5,6.07,6.48
PROD00439,Instant Meals,Noodles,FitBite,1L,99,92.52,11.33,0,1,4.6,2.42,4.0
PROD00440,Instant Meals,Pasta,ChillSip,1L,507,474.99,16.21,1,0,3.2,4.52,3.84
PROD00441,Personal Care,Face Wash,SpiceRoute,1kg,503,384.48,21.79,0,1,3.4,5.54,8.45
PROD00442,Dairy,Butter,PureHarvest,1kg,312,243.22,34.3,0,1,4.6,5.06,9.26
PROD00443,Frozen Foods,Fries,HomeEase,1L,143,137.81,21.73,0,1,5.0,1.92,7.29
PROD00444,Health & Wellness,Granola,PureHarvest,250g,491,425.03,29.26,0,1,3.1,6.38,8.22
PROD00445,Snacks,Namkeen,SpiceRoute,1L,264,249.19,21.86,0,1,3.3,8.84,7.71
PROD00446,Personal Care,Shampoo,HomeEase,250g,58,46.32,20.47,0,1,4.1,8.56,9.1
PROD00447,Health & Wellness,Oats,DailyDrop,250g,525,404.16,14.56,0,0,3.2,8.33,4.69
PROD00448,Personal Care,Soap,DailyDrop,500g,443,370.82,30.4,1,0,4.5,9.47,4.72
PROD00449,Personal Care,Shampoo,NutriMile,1kg,138,115.96,11.42,1,1,3.2,9.01,7.22
PROD00450,Snacks,Namkeen,HomeEase,500g,271,217.4,11.8,0,0,3.8,1.29,6.4
PROD00451,Snacks,Namkeen,PureHarvest,250g,713,580.85,15.69,1,1,4.3,2.85,6.22
PROD00452,Instant Meals,Noodles,DailyDrop,500g,500,473.01,31.95,0,1,3.1,6.75,4.0
PROD00453,Snacks,Cookies,FitBite,250g,74,65.88,29.78,0,1,4.8,9.65,2.76
PROD00454,Snacks,Cookies,QuickChef,750ml,354,346.67,5.1,0,1,3.5,4.34,7.36
PROD00455,Beverages,Soft Drink,FitBite,750ml,364,278.84,9.62,1,1,5.0,4.89,3.94
PROD00456,Frozen Foods,Frozen Pizza,UrbanCrunch,1kg,84,66.36,33.35,0,1,4.9,9.46,7.34
PROD00457,Beverages,Cold Coffee,DailyDrop,250g,182,168.61,5.16,1,0,3.6,4.84,3.68
PROD00458,Beverages,Soft Drink,FitBite,250g,226,174.14,32.43,1,1,3.2,2.44,8.65
PROD00459,Beverages,Soft Drink,PureHarvest,1L,200,169.79,7.51,1,0,4.3,3.53,8.65
PROD00460,Frozen Foods,Fries,QuickChef,750ml,782,652.02,23.12,0,0,3.7,1.13,3.14
PROD00461,Instant Meals,Ready Meals,NutriMile,1kg,584,473.88,32.48,1,0,3.2,4.25,7.83
PROD00462,Frozen Foods,Fries,QuickChef,250g,293,229.83,10.1,0,1,4.2,2.65,7.02
PROD00463,Snacks,Protein Snacks,HomeEase,250g,768,578.61,11.88,0,0,4.8,6.12,8.66
PROD00464,Dairy,Curd,NutriMile,1kg,383,313.34,21.83,0,0,3.6,6.36,7.43
PROD00465,Snacks,Namkeen,NutriMile,1L,331,249.02,8.69,1,1,4.9,9.68,9.71
PROD00466,Frozen Foods,Fries,PureHarvest,250g,307,259.14,15.89,1,1,4.2,2.65,6.19
PROD00467,Beverages,Juice,HomeEase,500g,63,57.59,19.52,1,1,4.9,9.76,2.41
PROD00468,Instant Meals,Pasta,QuickChef,250g,658,563.79,12.18,0,0,3.6,8.05,1.59
PROD00469,Personal Care,Face Wash,HomeEase,750ml,393,382.71,21.93,0,0,4.0,4.97,4.69
PROD00470,Instant Meals,Pasta,HomeEase,500g,216,167.39,33.04,1,0,4.4,6.07,4.28
PROD00471,Health & Wellness,Granola,UrbanCrunch,1kg,201,182.46,17.34,0,0,4.1,2.49,9.8
PROD00472,Health & Wellness,Granola,ChillSip,1L,112,90.86,22.56,1,0,4.5,5.54,6.52
PROD00473,Dairy,Butter,FitBite,1kg,603,463.22,22.29,1,1,4.0,2.51,1.81
PROD00474,Beverages,Soft Drink,QuickChef,500g,540,432.11,12.57,1,1,4.1,8.46,1.26
PROD00475,Beverages,Cold Coffee,DailyDrop,500g,265,222.47,21.91,1,0,5.0,2.95,9.58
PROD00476,Health & Wellness,Protein Powder,HomeEase,500g,790,757.28,30.38,1,1,4.9,4.61,3.53
PROD00477,Health & Wellness,Oats,QuickChef,1L,420,390.07,13.47,1,1,4.2,6.22,1.7
PROD00478,Instant Meals,Ready Meals,FreshNest,1kg,296,274.71,28.12,0,0,3.8,4.38,1.01
PROD00479,Health & Wellness,Oats,HomeEase,250g,536,439.51,30.57,0,0,4.5,2.24,3.1
PROD00480,Frozen Foods,Frozen Pizza,QuickChef,250g,742,693.39,21.74,0,1,3.6,2.74,2.69
PROD00481,Personal Care,Face Wash,ChillSip,1kg,755,581.17,8.17,1,0,3.6,5.37,9.39
PROD00482,Frozen Foods,Ice Cream,FreshNest,250g,486,383.98,6.42,0,0,4.7,1.19,5.65
PROD00483,Personal Care,Face Wash,DailyDrop,500g,317,310.28,17.67,0,1,3.5,8.77,7.53
PROD00484,Frozen Foods,Frozen Pizza,QuickChef,750ml,317,304.01,24.27,1,0,4.4,3.14,2.7
PROD00485,Dairy,Milk,DailyDrop,500g,217,169.05,7.2,1,0,3.3,3.66,3.2
PROD00486,Personal Care,Face Wash,PureHarvest,500g,122,105.06,18.74,0,1,4.4,7.75,8.16
PROD00487,Snacks,Chips,SpiceRoute,500g,584,493.99,10.73,0,0,4.9,5.21,8.45
PROD00488,Personal Care,Soap,FreshNest,250g,284,215.75,7.2,1,1,3.8,4.07,9.78
PROD00489,Dairy,Milk,ChillSip,250g,362,274.35,21.61,0,1,4.0,1.22,1.13
PROD00490,Frozen Foods,Frozen Pizza,NutriMile,750ml,482,363.9,23.64,1,1,3.3,6.94,9.99
PROD00491,Snacks,Chips,UrbanCrunch,500g,238,231.48,27.39,0,1,4.4,7.85,8.0
PROD00492,Beverages,Energy Drink,HomeEase,1L,553,427.51,11.65,1,1,4.7,1.07,6.08
PROD00493,Beverages,Juice,FreshNest,250g,458,426.08,33.92,0,1,3.8,1.54,7.11
PROD00494,Beverages,Soft Drink,HomeEase,250g,579,441.69,34.09,1,0,3.5,3.02,1.8
PROD00495,Health & Wellness,Protein Powder,NutriMile,1kg,348,324.59,32.31,0,1,3.8,2.78,1.13
PROD00496,Frozen Foods,Ice Cream,ChillSip,1kg,286,270.55,24.24,1,0,3.4,1.04,2.6
PROD00497,Snacks,Namkeen,ChillSip,750ml,223,205.88,30.31,1,0,4.7,1.39,1.33
PROD00498,Snacks,Namkeen,FitBite,250g,538,490.25,31.32,1,0,3.8,3.9,5.49
PROD00499,Instant Meals,Pasta,FreshNest,1L,189,142.86,8.96,0,1,3.7,7.07,9.89
PROD00500,Personal Care,Soap,QuickChef,500g,73,57.83,31.61,1,1,3.1,1.37,6.78
PROD00501,Snacks,Namkeen,UrbanCrunch,1kg,654,547.6,28.03,1,0,4.2,9.8,2.06
PROD00502,Dairy,Butter,QuickChef,1L,231,191.75,13.84,0,0,4.2,8.64,8.04
PROD00503,Health & Wellness,Granola,ChillSip,1kg,133,110.8,19.28,1,1,3.3,5.81,2.98
PROD00504,Instant Meals,Ready Meals,DailyDrop,500g,642,589.04,25.1,1,1,4.8,5.73,3.91
PROD00505,Snacks,Cookies,PureHarvest,500g,561,434.22,28.26,0,1,3.2,8.52,9.91
PROD00506,Beverages,Juice,SpiceRoute,1kg,320,272.2,6.04,1,1,4.7,3.16,4.97
PROD00507,Snacks,Chips,HomeEase,250g,269,230.31,9.21,0,0,3.8,2.1,4.38
PROD00508,Beverages,Juice,NutriMile,250g,396,326.25,13.14,0,0,3.8,2.26,4.52
PROD00509,Dairy,Paneer,QuickChef,500g,237,205.35,32.54,0,1,3.3,9.28,9.52
PROD00510,Beverages,Juice,FreshNest,250g,588,514.69,25.42,1,1,3.4,9.22,3.51
PROD00511,Instant Meals,Ready Meals,QuickChef,500g,419,322.72,9.13,1,1,4.7,4.13,4.77
PROD00512,Health & Wellness,Protein Powder,DailyDrop,750ml,740,692.42,27.72,0,0,4.7,2.71,7.24
PROD00513,Beverages,Energy Drink,FreshNest,500g,574,529.01,29.12,0,0,4.5,6.02,4.17
PROD00514,Beverages,Soft Drink,NutriMile,750ml,195,154.98,9.68,0,1,4.9,1.52,2.33
PROD00515,Personal Care,Face Wash,PureHarvest,500g,655,499.76,33.81,0,0,3.6,1.09,8.41
PROD00516,Health & Wellness,Granola,PureHarvest,1kg,206,191.3,30.51,0,0,5.0,5.05,9.38
PROD00517,Personal Care,Face Wash,PureHarvest,500g,47,39.43,17.56,1,0,3.8,8.35,8.96
